imfuziselo utshintshiselwano
isigxilisambala isijikibala
ekuseni intsasa
imbune ujika
isikebhe isikhephe
qothuka ukuhluba
intaba intaba
ezintabeni indawo
imvundo ukuvunda
amanzi amanzi
umlomo ilungu
isidleke indlwana
umnyakazo intshukumo
umjikijolo umthi
amafinyila umfinya
udaka udaka
isipikili isikhonkwane
isidoxo enyundululu
umsipha isihlunu
nemisipha enezihlunu
ukushayela ukubethelela
intambo ucingo
unyawo unyawo
ikhowe ikhowa
iqanda iqanda
ingcebo ubutyebi
ihange iankile
isitha eziphila
umoya igesi
okwemvelo into
isishayisimoya impepho
imvelo ubume
uzibuthe umazibuthe
okokwakha izinto
isiqiwi ulondolozo
isidleke indlu
sabulwembu uxananazo
inkaba inkaba
umgexo umqokozo
umthambo umthambo
thena isilawuli-mbane
ukuthenamandla umngxengo
okungenakhemikhali engxengekileyo
isingagqamisi engatshintshi
neutral isilawuli-mbane
inkabamugqa umzila
isilwane isilwanyana
isidlavuzo iasidi
intulo uhlobo
inyuthoni umlinganiselo
isakhamzimba uhlobo
ubusuku ubusuku
inyakatho umntla
okungedlulisigesi engagqithisimbane
inyakatho umntla-mpuma
ichopho incam
inkombamkhathi incam
ngenazibuthe engenasitsalane
ngenansimbi engenasinyithi
inyakatho umntla-ntshona
izimbiwa engavuselelekiyo
imbobo ithatha
nomsoco -nesondlo
umfuthomandla amandla
inayiloni inayiloni
isiteshi isikhululo
isikhulisela umzi
isiphungumangathi uphunguphungu
ukhuni um-okhi
isihlahla umthi
umsebenzi umsebenzi
ulwandle ulwandle
ngaqondile bukekela
i-ohm umlinganiselo
amafutha ioli
isihluzi umzi
ibala ibala
umkhumbi inqanawa
ithafa idlelo
iolivi umnquma
umlilo umlilo
intuba intunja
umhlobiso isihombisi
tebezela uzengezi
umkhando intsimbi
tebezelayo uzengezi
okuncane eziphilayo
umsuka imo
intshe uzengezi
umzungezo umphandle
umhlabathi umhlaba
umkhathi isibhakabhaka
mise embhoxo
umgudu umngxuma
isizalo isiyilelo-maqanda
intuba incam
uhhavini ionti
isikhiphamphumela isivelisi-siphumo
guqubele lisibekele
ngaphandle phandle
ubusuku ngobusuku
isikhova isikhova
khuluphele ukutyeba
ahlula ukoyisakala
iqanda iqanda
ngenabungozi engenabungozi
isundu isundu
ibhele isilwanyana
isiqukathi upakisho
ingaphansi impuphu
ingxenye elinecandelo
upende ipeyinti
isipikili isikhonkwane
ibhulashi ibhrashi
iphepha iphepha
isibambaphepha isicinezeli-maphepha
ipharashuthi isambreli
qhelelene imisiko
imithambo imithambo
isitofu isitovu
inguqukosimo utshintshombonakalo
nobuzali enobuzali
ukunakekela ubuzali
sikiwe iimpawu
isinamathelisi intlama
namathisela ukuncamathelisa
imbali umdubulo
ikhasi ixolo
hluba xobula
ifuba ingcwangube
umpentshisi umthi
intongomane indongomane
igonandoda ipere
ngcofa ukunqola
isikhumba ufele
isigudli isisikintsimbi
umjuluko umbilo
juluka bila
ihlengethwa unombombiya
hlala chopha
ishidi iglasi
ubhubhane ubhubhane
isilwane isiloqabane
ikhemisi ikhemesti
icembe igqabi
ucwazi iplastiki
ingono isikhondo
ifosifethi uhlobo
uphethiloli amafutha
isifutho impompo
isithombe umfanekiso
isithombe umfanekiso
ngokomzimba inzululwazi
ukukhula ukukhula
ingulube imazi
isayensi inzululwazi
isakhambala isiniki
isonjwana ivili
umbala ipinki
inhlanzi intlanzi
umshayeli umqhubi
uphini unotaka
ipayipi umbhobho
qhana ukuqhobosha
ishoba ipayini
umhlaba umatshini
isihloko ijoyini
lolonga isityaba
umshini umatshini
ubhubhane ubhubhani
ipulangwe iplanga
ucwazi iplastiki
ukwenziwa ukwenziwa
ucwecwe ipleyiti
izitshalo isityalo
isemboza ulwaleko
imvundiso isichumisi
ipulaki iplagi
uphaphe usiba
gobekayo bhetyebhetye
impintshisi isincothuli
lima ikhuba
umnyombo usityana
ihlamvu igqabi
ititihhoye igxiya
inkomba isalathisi
iphukutha isityhali-lwelo
ipulangwe iplayi
phathelene esebenza
ubuthi ityhefu
indlala idlala
umdumba umdumba
bulalayo enetyhefu
iphosentshiya iponseshiya
isiyengo isigcayiseli
umoya igesi
impova ipholeni
ibhele ibhere
impola ummandla
imbali intyatyambo
ipholiphrophilini iplastiki
dungekile ongcolisekileyo
oshukelana ipholisakharayidi
inhlakalucwazi iplastiki
inhlaka intlaka
isigcinabusha ipolithini
isitsha iposeleyini
ipholivinili ipolivinili
umsakazo unomathotholo
ichibi iqula
ichibi isiziba
uqwathule urhexe
iposi eposini
ubhabhulini umpampiri
imali imali
ibhodwe imbiza
imvundisa ipotashi
indlela inkqubo
ibhokisi ibhokisi
iphothaziyamu uhlobo
isithombe iposta
izambane itapile
umuntu unoposi
ikhasi ixolo
isitshalo isityalo
isiteshi isitishi
ukuphakela ubonelelo
okusankukhu iintaka
ukudla ukutya
ukuthela galela
ukubonisasenzo umboniso
ulwazi amava
okusampushana umgubo
khulelwe khulelwa
khwelana loba
isithwalambiza umntanezulu
phambi ngaphambi
izinyo imihlathi
isivimbelakubola isilondolozi
vimbela londoloza
cindezela cudisa
ukucangcatha ucinezelo
inyamazane ixhoba
zingela ukuzingela
umoya umoya
idolofiya itolofiya
gwema thintela
ukudla ukutya
khiqiza ukuvelisa
ukwandisa uqhamiso
umjikelezo umjikelo
donsa ukutsala
isigwedlo isiqhubi
uhlelomdonso indibaniselwano
umfutho amandla
isidonsela amandla
inkafunkafu intlama
isiphungumangathi uphunguphungu
isigciniziphungumangathi iqokobhe
isigqobhozi isivulimngxuma
amanzi amanzi
hishayo enevumba
ukuhlanza ukucoca
amanzi amanzi
umfutho amandla
hlanza ukucoca
okubukhwebezane emsobo
isikwelemcijo iphiramidi
uketshezi iphiridini
okubukhwebezane ibala
ukuhona ukurhona
inhlwathi intlwathi
dudula tyhala
uphaphe usiba
insimbi isixokelelwano
ukushisa amandla
ingxenye ikota
khipha khanyisa
uhlamibuzo uluhlu
isikalamisebe isixhobo
isikalamisebe isipholisinjini
umsukampande isiqalo
umbomvana uhlobo
umsakazo ichiza
isihlenga isihlenga
izindwangu amadlavu
imvula ukuna
umgibe umnqiwu
uloliwe umzila
isichotho isiphango
imvula imvula
iconsi ithontsi
hhala harika
utiligi iswekile
ummango indawo
imbali iqonga
igundane ibuzi
inxoza ilaphu
umgodi umngxuma
khehlezela ukukroxoza
isikalo ufundo
isamukelamsindo isamkeli
vuselela yenza
hlanza coca
isibonisakwenza isalathiso
buyisela buyisela
iphepha iphepha
sakubuyisela buyiselayo
enza dala
ukwenza ulwakhiwo
ukuhlanzwa ucoco
isiqandisi ifriji
umumo ukumila
umhlanga ingcongolo
vuselela hlaziya
ushukela iswekile
izinsalela intsalela
etshisa ukugabha
vuselelekayo ehlaziyekayo
isidlulisa iqhosha
ingcebo into
qhelisa bukula
xosha ichiza
izilwane isirhubuluzi
tshala ukutyala
gcina ukugcina
ukuzalana uveliso
nokuphefumula ophefumlayo
melana xhathisa
imbobo ijelo
isincibikalisi ibhotile
isisekelisincibikalisi isiphatho
hosha ukurhoxisa
ukungaguquki ukuqina
sebenzisa ukusebenzisa
samdweshu eburibhoni
isakhamzimba isakhamzimba
umkhawulo umphetho
irayisi irayisi
isikokela isangqa
umfula umlambo
uzibuthe isitsalane
amanzi amanzi
vuthiwe evuthiweyo
isihlanganisi irivithi
hlanganisa udibaniso
uthi isamkelimungu
uqimbana ilizana
umgwaqo indlela
enyuka nyuka
ntunta ukuzula
uphahla uphahla
impande uboya
ukuhleleka imilongcambu
amathayela ithayili
iqhude umqhagi
irobhothi irobhothi
idwala ilitye
okuququdayo isikrekrethi
iphini isiqengqi
okubolile izinto
indophi intambo;
mahhadlahhadla erhabaxa
isihlabathi intlabathi
imbali umthi
sandilinga -ngqukuva
umzungezo intshukumo
ifulasiki iflaski
umzungezo ukujikeleza
isikebhe iphenyane
ipayipi ityhubhu
hlikihla hlikihla
udoti inkunkuma
injoloba irabha
isihlilingi isidibanisi
isembozo isigqumathelo
isicathulo izihlangu
intandela isityalo
isinyathelo inyathelo
ubhontshisi intandela
ntweza ukuhamba
ukuthomba irusi
isaka ingxowa
indunu ubuni
ukubumba ukuxutywa
ukuphepha ukhuseleko
uvoyizane isolpita
uketshezi ikhemikhali
indunduma isiduli
ingxube umxube
isitambu umngqusho
isigandayi isigudisi
isihlungasihlabathi isihluzi
isihlabathi isanti
ukukhuhla ukugudisa
isikhuhli isigudisi
isivunguvungu uqhwithelo
isidada iqondo
isidada umhlaba
isaha isarha
isaha inkxozi
imvuthu imvuthuluka
ukusaha ukusarha
ukusaha eyaneleyo
saphaza sasaza
imboni umzimveliso
umdwebosibonisi okubonisa
izenga uqweqwe
umfanekisomdwebo umzobo
usosayensi usonzululwazi
isikali isilinganisimgama
isikali umlinganiso
isikelo isikere
ikhanda isiciko
isiqophi isixhobo
qopha ukhula
izicucu ubugoxo
isaha isixhobo
kwebha krwela;
isikulufo isikrufu
unyele impepho
ulwandle eziphila
isikulufi isikrudrayiva
imvu intini
gcika ukuvingca
gcika amanzi
isitsha inkonkxa
ukuphakama umphakamo
umbhede ibhedi
ibhokisi isizalelo
isikhathi ixesha
ucwazi iseloteyipu
umuzwa isiva-mvo
isikhumba isigqumathelo
umuzwa isivi
isidlambewu isidla-mbewu
idlebe isephali
isikhiqizambewu isityalo
ulawulohlelo ulawulo
ukuzalana ukuzala
umthunzi umthunzi
mazengazenga isiphelo
isithunzi isithunzi
ipayipi umjelo
ukuthuthwa isuweji
isibambo umphambo
cijile ebukhali
shefa sheva
xukuza ukuhlukuhla
ngashoni elisisidibi
umfutho amandla
isikelo isikere
umgodla isigqumatheli-sityalo
ngenagobolondo ngenagobolondvo
igushede ishedi
isakhiwo ebuqokobhe
ebuza ukobuza
cwebezelayo ekhazimlayo
ukuphazamiseka uphambano
vikelwa -vikelwa
lukekeke ukuya
hluza ukuhluza
ihluzo isihluzo
uhlelo imilinganiselo
ukubona ukubona
amawele amawele
umxhantela ihlumela
icimbi umbungu
iqanda iqanda
umfanekisosithunzi isithunzi
ibhu ivivingane
isilikhoni amafutha
ukwemboza ukufaka
usilika ubulembu
gxabha ukundyondya
ubukhulu ubungakanani
nye enye
zika ukuzika
zika uphahla
umdwebo umzobo
uhalibhoma umsonto
tshekile bukekela
ukuhlinza ukuxhela
umkhono umkhono
isilivu umbhobho
isikhumba isikhumba
ugebhezi ukhakhayi
isibhakabhaka isibhakabhaka
shelela tyibilika
nciphisa ukucotha
minciminci bumkhunyurha
isango umjelo
umzila umzila
isisihla ibala
gcoba qaba;
umehlelo ithambeka
isikhala umngxunyana
ukunuka ivumba
isisi umxube
hlwibila ukufixiza
intuthu umsi
ikhala imhemfu
iqhwa ikhephu
ulawulontuthu ulawulo
bushelelezi gudileyo
cwilisa ukunkxuza
isoyi isoyi
umnenke usinyeke
inyoka inyoka
umthofu ilothe
shisela ukungciba
isidambisi intlama
inhlabathi umhlaba
amandla amandla
isiqoqelikushisa isixhobo
amandla isilawulimandla
okunokuncibilika into
ukudla ukutya
inhlayiya into
isimo imo
umule umsizi
iningizimu umzantsi
iningizimu umzantsimpuma
ubhontshisi imbotyi
ichopho incam
ingubo isinxibo
inkombamkhathi incam
ukutshala hlwayela;
ujeke ijoko
incakulo icetshana
ichashazana ibala
ijubane isantya
incasiselomcikilisho iimpawu
isidoda idlozi
ulwembu isigcawu
ukusongeleka ukubhijela
indlu umzobo
songeleka ebubhijela
hlabayo etsolo
isiphefu isibane
jikelezisa ukujikeleza
uhlaka isibophi
ucezwana iceba
ikani inkonkxa
ehlukanisa ukwahluka
isiponji isiponji
anda ukunwena
impova imbewu
imbozisamahlanga intwasahlobo
isitshazisi isitshizi
insephe ibhadi
chela ukutshiza
zinzisa ukuzinzisa
chelela ukufefa
izinyo ikoko
umqweleba umthathi
izitebhisi amanqwanqwa
umzwezwe ijingxeba
isiqu isiqu
isitashi isitatshi
isikhiqizampova ubunkunzi
ugesi umbane
umfutho umxhino
ima yima
isisi umphunga
ibhodwe isixhobo
isiqu istiliwulu
umfutho amandla
uthi isiqu
iayina iayini
bulala ukubulala
induku intonga
umkhumbi inqanawa
insimbi intsimbi
namathelayo -ncangathi
ibhande iteyipu
isisu isisu
ukungagobeki ukuqina
itshe ipete;
isivimbo isivingco
isivimbo isivingco
goqoza zamisa
izikhukhula amanzi
isicwengi isihluzo
ithange itanki
umfutho amandla
isimunci istroyi
umdweshu umcwe
dweshula ukuhlubula
ijikijolo umthi
amajikijolo iqunube
umfudlana umsinga
amandla amandla
nweba ukutweza
umthende umgca
thungela faka
insika intsika
ukumunca ufunxo
ncelisa ncancisa
qinile eyomeleleyo
cinanisa ukufuthanisela
ushukela iswekile
umoba izele
amanzi umthombo
inhlayiya ukhozo
i-esidi iasidi
isigayo umzi-mveliso
isimoba amasimi
ihlobo ihlobo
insimu umhlaba
isifunda ummandla
imifino imifuno
isibabuli umsi
incuncu ingcungcu
ujikanelanga ujongilanga
imbewu imbewu
izimpahla inkxaso
ukukhanya ukukhanya
shiyamsindo namendu
nwebekayo -thambileyo
indawo okusingqongileyo
hlwaya ukufuna
ingaphandle umphezulu
izinsika isixhasi
kokelezela ukungqonga
uphizi ierityisi
utebetebe umchankcatho
ubhatata ibhatata
vuvukala dumba
bhukuda qubha
umjikelo ujingi
indwangu uzenzele
umkhiqizo uzenzele
fana ezilinganayo
isifutho isirinji
usulubha tiligi
umsila umsila
isisila isisila
isigwedlo umsila
ukusuka ukusuka
suka suka
izintambo iintambo
ushobishobi isabonkolo
uzipho uzipho
ibhande isixhobo
fuywayo lulamileyo
isiqophamazwi isishicileli-lizwi
inyoni intaka
ithange itanki
impandemsuka ingcambu
inxanxathela isixokelelwano
umpompi impompo
amanzi amanzi
donsekile eqinileyo
isimuncwana isimuncisi
klebhula ukukrazula
nambitha incasa
ukunambitha ukunambitheka
nganambitheki -javujavu
ulwazi isakhono
shisa ukuqinisa
ukuthuthukisa inkqubo
umxhantela isibambelelo
isifanekiso umlinganiselo
ucingo imfonomfono
umabonakude umabonakude
umfutho ukutsaleka
amandla amandla
komkhawulo encamini
ithange isigcini-ndalo
isikali isixhobo
itende intente
isikhonkwane isikhonkwane
hlola ukuvavanya
ukuvivinya uvavanyo
itheminali itheminali
ingilazi iglasi
okudlulisa ugqithiselo-bushushu
ukunwebeka ukwandiswa
indwangu ilaphu
isikalakushisa ithemometha
ucwazikushisa ithemoplastikhi
ugagane umnga
isakhamzimba isakham-zimba
uhala umsonto
umoya impepho
ukusongela oyikisa
ikhakhasi ikhakakhaka
iva iliva
umacalantathu eneenkangeleko
iloyi umthuma
ihlosi ingwe
ipulaki iplagi
qinisa ukuqinisa
okumacalantathu untambontathu
ketula ukuthambekisa
ukuduma isiphango
umfutho umbane
isiphehlo isikhululo
igagasi amaza
ipulangwe iplanga
isikhathi ixesha
okuvala iqhosha
ichopho incam
inyama isihlunu
okusebenza isekethe
ithini icangca
ingxangxa ixoxo
isigazingisinkwa ithosta
isikelo isikere
uzwane uzwane
izinyo izinyo
bekezela ukunyamezela
imbobo umngxuma
umhlaza ukubola
utamatisi itumata
iqabunga igqabi
ungwengwezi umhlaba
ithani itoni
ithoshi ithotshi
inkanyamba inkanyamba
iphepha iphepha
ukusonta ukujija
isithabathaba isithabazi
ufudu ufudo
ugandaganda iteletele
thinta bamba;
ukuqina ukomelela
umzila umzila
umshini isigqithisi-maza
idelifudi isixhasi
ukutshala fudusa
inkinobho isixhasi
thutha ukuthutha
isithebe itreyi
uhlobo intlanzi
isihlahla umthi
isichamiselisi isifukamiseli
isiqu isiqu
iqhina isihlwitha
isibhukuza isiqu
isitsha isityana
isiqondisi iqhosha
sasigaxa butyhubhu
umhubhe itonela
ithebhani umatshini
sonta jija;
ithephentayini itramtreyini
amandla amandla
macalamabili eneenkangeleko
ufudu ufudo
ijuba ivukuthu
igatshana isetyana
isondo itayari
iwele iwele
bulilibunye inesini
imisebe unyango
uzibuthe umazibuthe
hlanganisa dibanisa
amacala iincam
ngasebenzisi ukungasetyenziswa
ngaphansi thezekile
ngenampilo engenampilo
umhlathi umhlathi
umoya umoya
isitezi umgangatho
amanzi amanzi
indlela indlela
siphula ncothula
okungesona isinyibilikisi
umkhathi umaleko
isingenhla ugaga
isitshalo isityalo
isitsha isixhobo
ivalvu isivalo
izinhlobonhlobo ntlobontlobo
ivanishi ivanishi
balulekile nexabiso
isitsha ingqayi
ipulazi imifuno
ihlane ithafa
ophila umntu
okumilile utyani
umlilo umlilo
ukumila isityalo
isembozakuhlobisa iplanga
kwemithambo nemithambo
ngenisa ukungenisa
inkabamudwa umgca
isigcinamsokama isigcini-bushushu
isivuvu imozulu
umgogodla umqolo
izinsizakubona isincedisisifundo
umgudu ijelo
uvinika iviniga
bonakalayo ebonakalayo
ukubuka imbonakalo
iklempu ivayisi
umvini umabophe
isakhamzimba ivithamini
inkinobho iqhosha
inqe ixhalanga
isilinganiso umlinganiselo
amandla amandla
klubhuza wela
isikalamandla isilinganisimbane
udonga udonga
ipulaki iplagi
izibi inkukuma
isixhumapulaki umngxuma
impahla inkukuma
fudumele shushu
isicabanangilazi isilayidi
amanzi amanzi
negazi ezigazi
ukufudumala ubushushu
umuvi unomeva
phuzisa seza
isilwane isilwanyana
ukusetshenziswa usetyenziso
ikani ikani
izinga udini
isitshalo inyibiba
iconsi ithontsi
impophoma ingxangxasi
uhlobo isityalo
isitshalo isityalo
ipayipi umbhobho
umhwamuko umphunga
ukhula ukhula
amandla amandla
isondo ivili
umlece ubilo
umfudlana intlambo
umfudlana idywabasi
ithange itanki
igagasi iliza
igagasi amaza
isimo imozulu
umfutho amandla
ukushintsha ukutshintsha
ukuqhelelana ubude
ukukhumuzeka unkumko
ukunyakaza intshukumo
isimo isikhukula
isikhali isixhobo
ukuguga ukuguga
isikhombamoya isalathi-moya
ukuluka photha;
ucezu ukuxhasa
ucezu iverhe
umeluki umphothi;
umaluki umluki
linganisa veyisha
ukuphica ukuluka
amazwani unyawo
akheke -vuthiweyo
isisindo ubunzima
intshonalanga entshona
udonga ungqameko
manzisa manzisa
shisela ukutyhida
manzi emanzi
ukushisela utyhido
umthombo iqula
ixhaphozi umhlaba
umakhi umenzi
izulu imozulu
umkhoma umnenga
umlalazi ilolo
ukolo ingqolowa
uhlamvu ukhozo
-kushisa tshisa
isitshalo ingqolowa
izindevu amabhovu
isondo ivili
intambo ipete
ububanzi ububanzi
injini umatshini
buna ukubuna
uphephela iphiko
unqenqema umdeko
ubude banzi
umoya umoya
amandla amandla
omiswe eyomiswe
umfuthomoya amandla
inkombamoya isalathi-moya
iphiko iphiko
uphaphe usiba
izinkuni ukhuni;
ubudezimpiko umgama
ubusika ubusika
ibhola ibhola
indawo ummandla
isinqe isiseko
ucingo ucingo
iphansi umgangatho
isihlabo itshizili
buna ukubuna
emhlabeni edumileyo
iSizindalwazi uthungelwano
isiqophamithi isinqolamthi
isiqu isiqobo
insonto uboya
isilwane isilwanyana
okokugoqa songela
isisebenzamdwebo iplani
imbilisi igwele
isimaku uhlobo
impuphu umgubo
isikebhe iphenyane
izinyane isencinane
igceke ibala
iyadi iyadi
uhala umsonto
idube iqwarha
umbhekizilwane umgcini
uziphu iziphu
indawo umzi
usosayensi umfundi-nzulu
lukhulu ukubaluleka;
lukhulu ukubaluleka;
imfene imfene
isikhikhila indlelo
buthuntu ibuthuntu
buthuntu ibuthuntu
uphaphe usiba
intenesha umvundla
uheshana ukhetshe
unogolantethe unowamba
luma inxeba
umthambokazi umthala
vuthiwe ivuthiwe
ufezela unomadudwane
minciza ukutyibilika
ingwejeje igala
ungoso ucwethe
imfunda ithafa
futha vuthela
dweba zoba
isithombo ikhasava
isithombo ikhasava
icilongo ixilongo
umnenke isifunxigazi
ukwazi ukubanakho;
khetha khetha
khetha khetha
baba ubukrakra
izinkuni iinkuni
woza yiza
igobolondo iqokobhe
isundu isundu
gcobhoza nkxuza;
hlukanisa yahlula
uphoyizeni ityhefu
ukuwisa yiwise
itshe ipete;
isiwa iliwa
kuqondile ithe
uhlanga ikhozo
inyakatho emantla
ijika igophe
ijika igophe
umuhlwa intubi
umsundu umsundululu
ubhrinjulo ibrinjali
cabaya yenza
igwebu ugwebu
ukunuka nuka
ukunuka nuka
ugwava igwava
isichotho isichotho
amanye abanye
hlekisayo iyahlekisa
hlekisayo iyahlekisa
ipayipi inqawa
ingemuva umva
isisele umgxobhozo
ukushelela igudile
umtshingo umtshingo
(iba) eyesithathu
isiqalekiso isiqalekiso;
(iba) mdaka
isifonyo isigqumathelo
(iba) imanzi
umhlwenga isingci
ugalikhi ikonofile
dansa danisa
iqiniso inyaniso
vilapha ukonqena;
imbungulu incukuthu;
uphayinaphu ipayinapile
ubumnyama ubumnyama
zonda cekisa
zonda cekisa
ulamula ilemuni
ikhofi ikofu
okusha intsha
i-okra iokra
chitha ukuchitha
chitha ukuchitha
umphefumulo umoya
umphefumulo umoya
iwa ukuwa
umoya umoya
kunoshukela switi
intulo uxam
hudula tsala;
shada tshata
shintsha tshintsha
okungelutho akukho
intathakusa isifingo;
ukuduma iindudumo
umsindo ingxolo;
umsindo ingxolo;
iqulo ibubu
isilokozane isinambuzane
ukushada umtshato
thola fumana
moshakala yonakele;
moshakala yonakele;
inkanyezi inkwenkwezi
obula hlinza;
isambane ihodi
isambane ihodi
isambane ihodi
ukwatapheya iavokhado
isithelo iziqhamo
uju ubusi
ujusi incindi
igagasi amaza
iphunga ivumba
iphunga ivumba
ukunambitha incasa
gomoshela yanga;
isicabucabu isigcawu
phindela phindisela
phindela phindisela
isithelo idatilisi
iphela iphela
khasa khasa
ilulwane ilulwane
ehlika hlala
ehlika hlala
imfanzi inqonci
isivuba uxomoyi
igundane ibuzi
umiyane ingcongconi
i-orintshi imbambusi
yebo ewe
ukubhakuzela ukubetha
udwani igqabi
inkanyezi inkwenkwezi
inkanyezi inkwenkwezi
kwesokunxele ekhohlo
isihlahla umthi
umshado umtshato
sondela ngqala
duduza thuthuzela
duduza thuthuzela
isikhumba isikhumba
sala hlala
sala hlala
ucezu iceba
ichwane intshontsho
honqa rhona
dlula gqitha;
dlula gqitha;
ubhanana ibhanana
engeza yongeza
ijengezi incindi
cwila yeyela;
imbaza imbaza
isihlahla umthi
isihlahla umthi
impandesigaxa isitswele
unwabu ilovane
nqaka bamba;
phendula phendula
ingwenya ingwenya
isipoki isiporho
ilanga ukukhanya
amazolo umbethe
cijeka bukhali
ukushona ukutshona
isundu isundu
umoya umoya
isiko isiko
ekuseni kusasa
kuphela kuphela
izintuli ihamatani
inyanga inyanga
ncibilika nyibilika
isambane inkalanzinzi
isambane inkalanzinzi
phandle ngaphandle
ikameli inkamela
itekenya ithekenya
ujoyine hlanganisa
umdlalo umdlalo
khanyisa basa;
kwesokudla kunene
ihabhu uhadi
inhlansi intlantsi
umlotha uthuthu
qeda gqiba;
qeda gqiba;
uwoyela isundu
izwe emaphandleni
izwe emaphandleni
isithixo isithixo
iselapho isacholo
umkholwane intsikizi
ukugqwala umhlwa
isithombo isikhwebu
upelepele ipepile
imvula imvula
umkhiwane ifiya
amalahle ilahle
igatsha isebe
umakoti umolokazana
(ube) tyebile
(ube) tyebile
(kube) balulekile
upholi isikhwenene
kabi ukungaziva
imbewu iinkozo
ibhamuza iqamza
isidleke indlwana
umkhwenyane mkhwenyana
ongelutho akukho
inyama itakane
ingulube inkuzi
ikati ikati
umsila umsila
isihambi undwendwe;
isihambi undwendwe;
ikamu inkcaza
isihlahla umthi
intongomane indongomane
intongomane indongomane
ukukhipha xobula
ukuminza ntywiliseleka;
eziningi ninzi
bhoboza gqoboza;
ukungcola ubumdaka;
ukungcola ubumdaka;
unqenqema uhlangothi
khoyila inkatha
bala bala
hlobisa hombisa
ngena ngena
ukuphela isiphelo
beka xhoma
bamba bamba
shesha khawuleza
shesha khawuleza
umgodi umngxuma
cosha chola
khalisa tswina
linda linda
(yiba) nde
(kube) ncangathi
okungafuneki imfihlo
donsa tsala;
isikhashana mfutshane
ukukhanya khazimla
beka beka
beka beka
fukamela fukamela
umgodi ukucandeka
icala icala
amakhoba umququ
phaquzisa shukumisa
isiqu isiqu
umbono umbono
okulula khaphukhaphu
iselapho isacholo
iselapho isacholo
umthombo iqula
(kube) rhwexa
i-rattle shukumisa;
ulwandle ulwandle
ibhishi unxweme
thambisa thambisa
impukane impukane
ingila igila
inkawu inkawu
(kube) imuncu
amanye abanye
intaba intaba
isiqu isiqu
isiphepho isaqhwithi
qondisa qhuba
qondanisa yolula
elula tweza
ikhoba ikhasi
ikhokhoyama amadumbe
ikhokhoyama amadumbe
dabula krazula
futhi kwakhona
ukwanda yanda
isihlabathi isanti
udosi ulwamvila
impongo inkunzi
impongo inkunzi
uphiko iphiko
uqhwaku umlomo
shaya phaphazelisa
ndizela ntinga
umlobokazi umtshakazi
ihlumela ithupha
dlala umdlalo
isihlahla isihlahla
jika jiwuza
jika jiwuza
udaka udaka
(ibe) budibi
umthonjana umfula
umthonjana umfula
thandaza thandaza
phupha mbatsha
umbele ibele
kwande ninzi
yamanje umsinga
ukusika utyando
inja inja
amazinyo ibamba
umboko umboko
imvukazi imazi
amabele amazimba
isigoco umtshaza
isihlahla isundu
umkhiwane umthi
ikholanathi indongomane
ihlambi umhlambi
phambili umphambili
buna ntshwenyile
buna ntshwenyile
isigcilikisha unqinishe
ithuna ingcwaba
umkhwenyana umyeni
gwegisa igoso
ingane itakane
ichwane intshontsho
ukuntula nqongophala
hambisa suka
iqabunga igqabi
hashazisa rhwatshaza
impisi ingcuka
insumpa inxagu
imazi imeri
impethu iimpethu
isiphrofetho isiprofetho
inundu ibhabhathane
imbuzikazi imazi
imbuzikazi imazi
inhlanzi intlazi
intshe inciniba
ngakavuthwa ekrwada
izibuko intlambo
ehla yihla
ehla yihla
ingungumbane incanda
ukwesaba intlonelo
ukwesaba intlonelo
(iba) esicaba
iqhude umqhagi
ugwayi icuba
shaya betha
shaya betha
ichwane ihagwana
ingulube imazi
imfezi isikhotsholo
iduna inkunzi
ijongosi inkabi
itshe ilitye
UNK igqabi
UNK igqabi
impumalanga impuma
intshonalanga intshona
ihlathi ihlathi
intwala intwala
ufudu ufudo
ihlokohloko ubhobhoyi
iphakathi umbindi
amanzi amanzi
impophoma ingxangxasi
hle egqibeleleyo
shelelayo tyibilikisa
isivunguvungu umoya
ukusha ukutsha
vutha vutha
inyosi inyosi
isidleke indlwane
icimbi umbungu
mbalwa mbalwa
isithathu isithathu
umhlanga ingcongolo
UNK nye
igundane impuku
thambile ethambileyo
ndilinga esisangqa
isiqongo incopho
isiqongo incopho
isidumbu isidumbu
umngcwabo umngcwabo
khula khula
khipha khupha
umsimbithi umsimbithi
omile yomile
hlukanisa qhawula
umgodi umgxuma
eqa saba
eqa saba
isithembu isithembu
dala dala
indawo indawo
banzi ebanzi
umhlaba umhlaba
umhlaba umhlaba
mcingo omxinwa
ibika umhlola
shabalalisa tshabalalisa
shabalalisa tshabalalisa
phonsa jula
hanqa ngqonga
uNkulunkulu uThixo
ikalikuni ikalikuni
qala eyokuqala
ukotini umqhaphu
vuthwa vuthiswa
vuthwa vuthiswa
ijubane amendu
isikhukhula isikhukhula
enza dala
ijuba ihobe
idada idada
elula yolula
imbuzi ibhokhwe
ubumba udongwe
phakathi ephakathi
umgede umqolomba
unyezi inyanga
idwala iliwa
ubhatata ibhatata
inyekevu inyenzane
ummbila umbona
bolile ebolileyo
imini imini
upelepele ipelepele
upelepele ipelepele
mhlophe emhlophe
uphopho ipopo
uphopho ipopo
inkalankala unonkala
amabele amazimba
zungeza jikela
zungeza jikela
utshani ingca
ithikhi umthi
inkabi inkabi
inkabi inkabi
isithole ithokazi
umhume isikhundla
umhume isikhundla
umhume isikhundla
inkukhu inkukhu
